Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
7890,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,Play Station 2,2006,Misc,D3Publisher,0,0,0.19,0,0.19
8557,Flushed Away,GameCube,2006,Platform,D3Publisher,0.12,0.03,0,0,0.16
9098,Naruto Shippuden: Ninja Destiny 3,Nintendo DS,2006,Fighting,D3Publisher,0,0.01,0.13,0,0.14
9533,Onechanbara: Bikini Samurai Squad,Xbox 360,2006,Action,D3Publisher,0.11,0.01,0,0.01,0.13
10563,Flushed Away,Nintendo DS,2006,Platform,D3Publisher,0.09,0,0,0.01,0.1
11489,Earth Defense Force 2017,Xbox 360,2006,Action,D3Publisher,0.04,0.01,0.03,0,0.08
12978,PQ2: Practical IntelliSega Genesisce Quotient,PSP,2006,Puzzle,D3Publisher,0.04,0,0,0,0.05
14159,Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Sega Genesisba wo Touch Seyo,Nintendo DS,2006,Adventure,D3Publisher,0,0,0.03,0,0.03
15325,Last Escort,Play Station 2,2006,Adventure,D3Publisher,0,0,0.02,0,0.02
15801,Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,Play Station 2,2006,Action,D3Publisher,0,0,0.02,0,0.02
15885,Earth Defense Force 2017 (old JP sales),Xbox 360,2006,Shooter,D3Publisher,0,0,0.02,0,0.02
16233,Hi Hi Puffy AmiYumi: The Sega Genesisie & the Amp,Nintendo DS,2006,Action,D3Publisher,0.01,0,0,0,0.01
7695,Puzzle Challenge: Crosswords and More!,PSP,2006,Puzzle,Crave Entertainment,0.18,0,0,0.01,0.2
13463,Art of Fighting Anthology,Play Station 2,2006,Fighting,Crave Entertainment,0.02,0.02,0,0.01,0.04
15115,Big Idea's VeSega Game GearieTales: LarryBoy and the Bad Apple,Play Station 2,2006,Action,Crave Entertainment,0.01,0.01,0,0,0.02
15181,Puzzle Challenge: Crosswords and More!,Play Station 2,2006,Puzzle,Crave Entertainment,0.01,0.01,0,0,0.02
15769,Big Idea's VeSega Game GearieTales: LarryBoy and the Bad Apple,Game Boy Advance,2006,Action,Crave Entertainment,0.01,0,0,0,0.02
11321,TOCA Race Driver 3,Play Station 2,2006,Racing,Codemasters,0.04,0.03,0,0.01,0.08
14135,TOCA Race Driver 3,Xbox (2001),2006,Racing,Codemasters,0.03,0.01,0,0,0.03
14354,Dance Factory,Play Station 2,2006,Action,Codemasters,0.02,0.01,0,0,0.03
14614,Race Driver 2006,PSP,2006,Racing,Codemasters,0.03,0,0,0,0.03
15346,TOCA Race Driver 3,PC,2006,Racing,Codemasters,0,0.02,0,0,0.02
15571,Micro MachiNintendo ES V4,PSP,2006,Racing,Codemasters,0.01,0,0,0,0.02
16398,LMA Manager 2007,Xbox 360,2006,Sports,Codemasters,0,0.01,0,0,0.01
16492,Micro MachiNintendo ES V4,Play Station 2,2006,Racing,Codemasters,0.01,0,0,0,0.01
15686,Machi: Unmei no KouSega Saturnen,PSP,2006,Adventure,ChunSoft,0,0,0.02,0,0.02
16285,Kamaitachi no Yoru 2: Tokubetsu Hen,PSP,2006,Adventure,ChunSoft,0,0,0.01,0,0.01
734,Devil May Cry 3: Dante's Awakening Special Edition,Play Station 2,2006,Action,Capcom,1.06,0.82,0.05,0.28,2.21
794,Dead Rising,Xbox 360,2006,Action,Capcom,1.16,0.65,0.08,0.2,2.09
1459,Lost Planet: Extreme Condition,Xbox 360,2006,Shooter,Capcom,1.09,0.04,0.1,0.11,1.34
2167,Mega Man Star Force Dragon / Leo / Pegasus,Nintendo DS,2006,Action,Capcom,0.39,0,0.53,0.03,0.96
3164,Onimusha: Dawn of Dreams,Play Station 2,2006,Action,Capcom,0.15,0.12,0.34,0.04,0.64
3230,Okami,Play Station 2,2006,Action,Capcom,0.11,0.03,0.15,0.34,0.63
3486,Phoenix Wright: Ace Attorney - Justice for All,Nintendo DS,2006,Adventure,Capcom,0.24,0.05,0.26,0.03,0.58
5456,Street Fighter Alpha 3 MAX,PSP,2006,Fighting,Capcom,0.27,0.01,0.02,0.03,0.33
5498,Capcom Classics Collection Reloaded,PSP,2006,Misc,Capcom,0.26,0,0.03,0.03,0.33
5918,Capcom Classics Collection Remixed,PSP,2006,Misc,Capcom,0.27,0,0,0.03,0.3
5934,Mega Man ZX,Nintendo DS,2006,Platform,Capcom,0.18,0,0.1,0.02,0.3
6296,Resident Evil: Deadly Silence,Nintendo DS,2006,Action,Capcom,0.12,0.03,0.11,0.01,0.27
6489,Sengoku Basara 2,Play Station 2,2006,Action,Capcom,0,0,0.26,0,0.26
6809,Marvel vs. Capcom Origins,Play Station 2,2006,Fighting,Capcom,0.11,0.08,0.02,0.03,0.24
8999,Mega Man Powered Up,PSP,2006,Platform,Capcom,0.12,0.01,0,0.02,0.14
9641,Mega Man X Collection,GameCube,2006,Misc,Capcom,0.1,0.03,0,0,0.13
9673,Resident Evil,Play Station 3,2006,Action,Capcom,0,0,0.12,0,0.12
10736,Power Stone Collection,PSP,2006,Action,Capcom,0.08,0,0,0.01,0.1
11145,Viewtiful Joe: Red Hot Rumble,PSP,2006,Action,Capcom,0.08,0,0,0.01,0.09
11419,Ultimate Ghosts 'n Goblins,PSP,2006,Platform,Capcom,0.07,0.01,0,0.01,0.08
12139,God Hand,Play Station 2,2006,Action,Capcom,0,0,0.07,0,0.07
12833,Final Fight: Streetwise,Play Station 2,2006,Action,Capcom,0.03,0.02,0,0.01,0.05
13263,Ultimate Ghosts 'n Goblins (JP sales),PSP,2006,Platform,Capcom,0,0,0.05,0,0.05
13533,Resident Evil Director's Cut,Play Station 3,2006,Action,Capcom,0,0,0.04,0,0.04
15731,Final Fight: Streetwise,Xbox (2001),2006,Action,Capcom,0.01,0,0,0,0.02
15874,Full House Kiss 2,Play Station 2,2006,Adventure,Capcom,0,0,0.02,0,0.02
16000,Black Cat,Play Station 2,2006,Action,Capcom,0,0,0.01,0,0.01
14633,Galaxy Angel II: Zettairyouiki no Tobira,Play Station 2,2006,Strategy,Broccoli,0,0,0.03,0,0.03
11272,IHRA Drag Racing: Sportsman Edition,Play Station 2,2006,Racing,Bethesda Softworks,0.04,0.03,0,0.01,0.08
15957,IHRA Drag Racing: Sportsman Edition,Xbox (2001),2006,Racing,Bethesda Softworks,0.01,0,0,0,0.02
8105,A.C.E.: Another Century's Episode 2,Play Station 2,2006,Simulation,Banpresto,0,0,0.18,0,0.18
8197,Summon Night 4,Play Station 2,2006,Role-Playing,Banpresto,0,0,0.18,0,0.18
9352,Rurouni Kenshin: Enjou! Kyoto Rinne,Play Station 2,2006,Action,Banpresto,0,0,0.13,0,0.13
12042,Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,Game Boy Advance,2006,Action,Banpresto,0,0,0.07,0,0.07
14206,Magna Carta Portable,PSP,2006,Role-Playing,Banpresto,0,0,0.03,0,0.03
16066,Super Robot Taisen XO,Xbox 360,2006,Strategy,Banpresto,0,0,0.01,0,0.01
16250,Ultraman Fighting Evolution 0,PSP,2006,Fighting,Banpresto,0,0,0.01,0,0.01
14774,Kuryuu Youma Gakuenki Recharge,Play Station 2,2006,Adventure,Atlus,0,0,0.03,0,0.03
15547,Jinsei Game DS,Nintendo DS,2006,Misc,Atlus,0,0,0.02,0,0.02
2599,Dragon Ball Z: Budokai Tenkaichi 2,Play Station 2,2006,Fighting,Atari,0.66,0.02,0,0.11,0.79
3064,Thrillville,Play Station 2,2006,Strategy,Atari,0.55,0.02,0,0.09,0.66
3688,Dragon Ball Z: Shin Budokai,PSP,2006,Fighting,Atari,0.26,0.08,0.13,0.07,0.55
5086,Super Dragon Ball Z,Play Station 2,2006,Fighting,Atari,0.09,0.07,0.19,0.02,0.37
5588,Test Drive Unlimited,Xbox 360,2006,Racing,Atari,0.23,0.04,0.02,0.03,0.32
5953,Dragon Ball Z: Budokai Tenkaichi 2,Nintendo Wii,2006,Fighting,Atari,0.24,0.03,0,0.02,0.3
6182,Driver: Parallel LiNintendo ES,Play Station 2,2006,Racing,Atari,0.12,0.1,0.03,0.03,0.28
7497,Thrillville,PSP,2006,Strategy,Atari,0.18,0,0,0.02,0.2
8626,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,2006,Fighting,Atari,0.14,0,0,0.01,0.16
10614,Bullet Witch,Xbox 360,2006,Shooter,Atari,0.07,0.01,0.02,0.01,0.1
12012,Point Blank DS (JP sales),Nintendo DS,2006,Shooter,Atari,0,0,0.07,0,0.07
12156,Driver: Parallel LiNintendo ES,Xbox (2001),2006,Racing,Atari,0.05,0.01,0,0,0.07
12585,Mercury Meltdown,PSP,2006,Action,Atari,0.05,0.01,0,0.01,0.06
12706,Blade Dancer: Lineage of Light,PSP,2006,Role-Playing,Atari,0.05,0,0,0,0.06
12739,Point Blank DS (US sales),Nintendo DS,2006,Shooter,Atari,0.05,0,0,0,0.06
12782,GunPey,PSP,2006,Puzzle,Atari,0.05,0,0,0.01,0.06
12865,Marc Ecko's Getting Up: Contents Under Pressure,Play Station 2,2006,Action,Atari,0.03,0.02,0,0.01,0.05
13335,GunPey DS,Nintendo DS,2006,Puzzle,Atari,0.04,0,0,0,0.05
14803,Battlezone,PSP,2006,Shooter,Atari,0.02,0,0,0,0.03
14873,Neverwinter Nights 2,PC,2006,Role-Playing,Atari,0,0.02,0,0,0.03
15052,Totally Spies! 2: Undercover,Nintendo DS,2006,Action,Atari,0.01,0.01,0,0,0.02
15411,Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,Game Boy Advance,2006,Action,Atari,0.01,0.01,0,0,0.02
15471,Tycoon City: New York,PC,2006,Strategy,Atari,0,0.02,0,0,0.02
13940,Tenshou Gakuen Gekkouroku,Play Station 2,2006,Adventure,Asmik Ace Entertainment,0,0,0.04,0,0.04
12211,Yoake Yori Ruriiro na: Brighter than Dawning Blue,Play Station 2,2006,Adventure,Aria,0,0,0.07,0,0.07
10353,Utawarerumono: Chiriyukusha e no Komoriuta,Play Station 2,2006,Adventure,Aqua Plus,0,0,0.11,0,0.11
1641,Parfait: Chocolat Second Style,Play Station 2,2006,Adventure,Alchemist,0.59,0.46,0.01,0.15,1.22
15331,Aria: The Natural ~Tooi Yume no Mirage~,Play Station 2,2006,Adventure,Alchemist,0,0,0.02,0,0.02
9214,Cabela's African Safari,Xbox 360,2006,Sports,Activision Value,0.13,0,0,0.01,0.14
12538,Cabela's Dangerous Hunts: Ultimate Challenge,PSP,2006,Sports,Activision Value,0.06,0,0,0,0.06
13336,Cabela's African Safari,PSP,2006,Sports,Activision Value,0.04,0,0,0,0.05
551,Call of Duty 3,Xbox 360,2006,Shooter,Activision,1.49,0.93,0.02,0.27,2.71
614,Marvel: Ultimate Alliance,Xbox 360,2006,Role-Playing,Activision,2.29,0.02,0,0.19,2.5
1240,Call of Duty 3,Play Station 3,2006,Shooter,Activision,0.6,0.63,0.03,0.26,1.52
1921,Call of Duty 3,Play Station 2,2006,Shooter,Activision,0.89,0.03,0,0.15,1.07
2394,Tony Hawk's Project 8,Play Station 2,2006,Sports,Activision,0.72,0.03,0,0.12,0.87
2510,Marvel: Ultimate Alliance,Play Station 2,2006,Role-Playing,Activision,0.69,0.03,0,0.11,0.82
3198,Tony Hawk's Project 8,Play Station 3,2006,Sports,Activision,0.3,0.23,0.01,0.1,0.63
3575,Tony Hawk's Project 8,PSP,2006,Sports,Activision,0.41,0.08,0,0.07,0.56
3623,Rapala Tournament Fishing!,Nintendo Wii,2006,Sports,Activision,0.51,0,0,0.04,0.56
3746,Over the Hedge,Play Station 2,2006,Platform,Activision,0.45,0.02,0,0.07,0.54
4024,Tony Hawk's Project 8,Xbox 360,2006,Sports,Activision,0.44,0.02,0,0.04,0.49
4711,X-Men: The Official Game,Play Station 2,2006,Action,Activision,0.2,0.16,0,0.05,0.41
4752,Marvel: Ultimate Alliance,Nintendo Wii,2006,Role-Playing,Activision,0.37,0.01,0,0.03,0.41
4948,Marvel: Ultimate Alliance,Play Station 3,2006,Role-Playing,Activision,0.33,0.02,0,0.04,0.39
5142,Marvel: Ultimate Alliance,PSP,2006,Role-Playing,Activision,0.33,0,0,0.03,0.37
5345,Over the Hedge,GameCube,2006,Platform,Activision,0.27,0.07,0,0.01,0.35
6214,Over the Hedge,Nintendo DS,2006,Platform,Activision,0.25,0.01,0,0.02,0.28
6326,Over the Hedge,Game Boy Advance,2006,Platform,Activision,0.19,0.07,0,0,0.27
7199,Tony Hawk's Downhill Jam,Nintendo DS,2006,Sports,Activision,0.2,0,0,0.02,0.22
8265,X-Men: The Official Game,Xbox 360,2006,Action,Activision,0.16,0.01,0,0.01,0.17
8563,World Series of Poker: Tournament of Champions 2007 Edition,Xbox 360,2006,Misc,Activision,0.15,0,0,0.01,0.16
8885,X-Men: The Official Game,GameCube,2006,Action,Activision,0.12,0.03,0,0,0.15
9241,The History Channel: Civil War - A Nation Divided,Xbox 360,2006,Shooter,Activision,0.13,0,0,0.01,0.14
9402,Over the Hedge: Hammy Goes Nuts!,Nintendo DS,2006,Platform,Activision,0.12,0,0,0.01,0.13
9474,Shrek Smash n' Crash Racing,GameCube,2006,Racing,Activision,0.1,0.03,0,0,0.13
9485,Cabela's Alaskan Adventure,Xbox 360,2006,Sports,Activision,0.12,0,0,0.01,0.13
9521,Spider-Man: Battle for New York,Nintendo DS,2006,Platform,Activision,0.12,0,0,0.01,0.13
10252,Pimp My Ride,Xbox 360,2006,Racing,Activision,0.1,0.01,0,0.01,0.11
10387,World Series of Poker: Tournament of Champions 2007 Edition,PSP,2006,Misc,Activision,0.1,0,0,0.01,0.11
10403,X-Men: The Official Game,Nintendo DS,2006,Action,Activision,0.1,0,0,0.01,0.11
10571,X-Men: The Official Game,Xbox (2001),2006,Action,Activision,0.08,0.02,0,0,0.1
10671,Over the Hedge,Xbox (2001),2006,Platform,Activision,0.07,0.02,0,0,0.1
11151,Shrek Smash n' Crash Racing,PSP,2006,Racing,Activision,0.08,0,0,0.01,0.09
12172,X-Men: The Official Game,Game Boy Advance,2006,Action,Activision,0.05,0.02,0,0,0.07
12279,Miami Vice: The Game,PSP,2006,Shooter,Activision,0.06,0,0,0,0.06
12526,Gun Showdown,PSP,2006,Action,Activision,0.05,0.01,0,0.01,0.06
12819,Activision Hits: Remixed,PSP,2006,Misc,Activision,0.05,0,0,0,0.06
13073,Over the Hedge: Hammy Goes Nuts!,PSP,2006,Platform,Activision,0.05,0,0,0,0.05
13193,MTX Mototrax,PSP,2006,Racing,Activision,0.04,0,0,0,0.05
13325,World Series of Poker: Tournament of Champions 2007 Edition,Nintendo Wii,2006,Misc,Activision,0.04,0,0,0,0.05
13464,Rapala Trophies,PSP,2006,Sports,Activision,0.04,0,0,0,0.04
13470,The Hustle: Detroit Streets,Play Station 2,2006,Sports,Activision,0.02,0.02,0,0.01,0.04
13937,Greg Hastings' Tournament Paintball Max'd,Nintendo DS,2006,Shooter,Activision,0.03,0,0,0,0.04
14141,World Series of Poker: Tournament of Champions 2007 Edition,Play Station 2,2006,Misc,Activision,0.02,0.01,0,0,0.03
14146,Rapala Tournament Fishing!,Xbox 360,2006,Sports,Activision,0.03,0,0,0,0.03
14733,Greg Hastings' Tournament Paintball Max'd,Game Boy Advance,2006,Shooter,Activision,0.02,0.01,0,0,0.03
15650,The Hustle: Detroit Streets,Xbox (2001),2006,Sports,Activision,0.01,0,0,0,0.02
15748,LEGO Star Wars II: The Original Trilogy,PC,2006,Action,Activision,0,0.01,0,0,0.02
16236,Marvel: Ultimate Alliance,PC,2006,Role-Playing,Activision,0.01,0,0,0,0.01
16337,Greg Hastings' Tournament Paintball Max'd,Play Station 2,2006,Shooter,Activision,0.01,0,0,0,0.01
13095,Kamiwaza,Play Station 2,2006,Action,Acquire,0,0,0.05,0,0.05
154,Cooking Mama,Nintendo DS,2006,Simulation,505 Games,3.13,1.94,0.07,0.58,5.72
6191,Wild ARMs 5,Play Station 2,2006,Role-Playing,505 Games,0.14,0.11,0,0.04,0.28
7687,Armored Core 4,Play Station 3,2006,Simulation,505 Games,0.09,0,0.09,0.01,0.2
9061,World Championship Poker: Howard Lederer - All In,PSP,2006,Misc,505 Games,0.13,0,0,0.01,0.14
9200,Master Jin Jin's IQ Challenge,Nintendo DS,2006,Misc,505 Games,0.13,0,0,0.01,0.14
9246,Bust-A-Move Deluxe,PSP,2006,Puzzle,505 Games,0.13,0,0,0.01,0.14
9714,Wild ARMs 5 (jp sales),Play Station 2,2006,Role-Playing,505 Games,0,0,0.12,0,0.12
10745,Touch Detective,Nintendo DS,2006,Adventure,505 Games,0.06,0.03,0,0.01,0.1
10786,Ar tonelico: Melody of Elemia,Play Station 2,2006,Role-Playing,505 Games,0,0,0.1,0,0.1
10955,Riviera: The Promised Land,PSP,2006,Role-Playing,505 Games,0.07,0,0.02,0.01,0.09
11260,Chameleon,PSP,2006,Puzzle,505 Games,0.07,0,0,0.01,0.08
12132,Deep Labyrinth,Nintendo DS,2006,Action,505 Games,0.06,0,0,0,0.07
12140,Shin Chan: Las Nuevas Aventuras Para Nintendo Wii!,Nintendo Wii,2006,Action,505 Games,0,0,0.07,0,0.07
12619,Raw Danger! (JP sales),Play Station 2,2006,Action,505 Games,0,0,0.06,0,0.06
13537,Top Gun,Nintendo DS,2006,Simulation,505 Games,0.04,0,0,0,0.04
14291,Raw Danger!,Play Station 2,2006,Action,505 Games,0.02,0.01,0,0,0.03
14610,Turn It Around,Nintendo DS,2006,Action,505 Games,0.03,0,0,0,0.03
15135,Rule of Rose,Play Station 2,2006,Action,505 Games,0.01,0.01,0,0,0.02
15278,World Championship Poker featuring Howard Lederer: All In,Nintendo Wii,2006,Misc,505 Games,0.02,0,0,0,0.02
15628,Touch Detective (JP sales),Nintendo DS,2006,Adventure,505 Games,0,0,0.02,0,0.02
15987,Chameleon: To Dye For!,Nintendo DS,2006,Puzzle,505 Games,0.01,0,0,0,0.01
16281,Monster Bomber,Nintendo DS,2006,Puzzle,505 Games,0.01,0,0,0,0.01
15709,Pirates: LeSega Genesisd of the Black Buccaneer,Play Station 2,2006,Adventure,10TACLE Studios,0.01,0.01,0,0,0.02
8225,Teen Titans,Game Boy Advance,2005,Action,THQ,0.13,0.05,0,0,0.17
14679,Tom and Jerry in War of the Whiskers,Xbox (2001),2005,Fighting,Sprite / PULLTOP,0.02,0.01,0,0,0.03
7183,Move FitNintendo ESs,Play Station 3,2005,Sports,Sony Computer Entertainment,0,0.17,0,0.05,0.22
471,wwe Smackdown vs. Raw 2006,Play Station 2,2005,Fighting,N/A,1.57,1.02,0,0.41,3
4147,Sonic the Hedgehog,Play Station 3,2005,Platform,N/A,0,0.48,0,0,0.48
11078,Action Man-Operation Extreme,Play Station,2005,Action,N/A,0.05,0.03,0,0.01,0.09
13674,B.L.U.E.: LeSega Genesisd of Water,Play Station,2005,Adventure,N/A,0,0,0.04,0,0.04
16194,Homeworld Remastered Collection,PC,2005,Strategy,N/A,0,0.01,0,0,0.01
10760,Luminous Arc 2 (JP sales),Nintendo DS,2005,Role-Playing,Marvelous,0,0,0.1,0,0.1
14048,Swords,Nintendo Wii,2005,Fighting,Majesco Entertainment,0.03,0,0,0,0.04
650,FroSega Game Gearer's Adventures: Temple of the Frog,Game Boy Advance,2005,Adventure,Konami Digital Entertainment,2.15,0.18,0,0.07,2.39
9312,Disney's Cinderella: Magical Dreams,Game Boy Advance,2005,Platform,Disney Interactive Studios,0.1,0.04,0,0,0.14
3196,Monster Hunter 2,Play Station 2,2005,Role-Playing,Capcom,0,0,0.63,0,0.63
9477,Street Fighter IV,PC,2005,Fighting,Capcom,0.07,0.04,0,0.02,0.13
9817,Street Hoops,GameCube,2005,Sports,Atlus,0.09,0.02,0,0,0.12
6834,Singularity,Play Station 3,2005,Shooter,Activision,0.17,0.04,0.01,0.03,0.24
5385,LEGO Marvel's Avengers,Xbox 360,2005,Action,Warner Bros. Interactive Entertainment,0.17,0.15,0,0.03,0.34
5597,LEGO Marvel's Avengers,Xbox One,2005,Action,Warner Bros. Interactive Entertainment,0.18,0.11,0,0.03,0.32
10914,Lego Star Wars: The Force Awakens,Play Station 5,2005,Action,Warner Bros. Interactive Entertainment,0.02,0.05,0,0.02,0.09
5271,Cabela's Outdoor Adventures (2006),Play Station 2,2005,Sports,Zoo Digital Publishing,0.17,0.14,0,0.05,0.35
5353,Risk / Battleship / Clue,Game Boy Advance,2005,Misc,Zoo Digital Publishing,0.25,0.09,0,0.01,0.34
6383,Connect Four / Perfection / Trouble,Game Boy Advance,2005,Misc,Zoo Digital Publishing,0.19,0.07,0,0,0.27
6762,Sorry! / ASega Game Gearravation / Scrabble Junior,Game Boy Advance,2005,Misc,Zoo Digital Publishing,0.18,0.07,0,0,0.25
7535,CandyLand / Chutes & Ladders / Memory,Game Boy Advance,2005,Misc,Zoo Digital Publishing,0.15,0.05,0,0,0.2
8133,The Game of Life / Yahtzee / Payday,Game Boy Advance,2005,Misc,Zoo Digital Publishing,0.13,0.05,0,0,0.18
8134,American Chopper 2: Full Throttle,Play Station 2,2005,Racing,Zoo Digital Publishing,0.09,0.07,0,0.02,0.18
9364,Paperboy / Rampage,Game Boy Advance,2005,Misc,Zoo Digital Publishing,0.1,0.04,0,0,0.13
10132,Pac-Man Pinball Advance,Game Boy Advance,2005,Misc,Zoo Digital Publishing,0.08,0.03,0,0,0.11
10195,Pac-Man World 2,Game Boy Advance,2005,Action,Zoo Digital Publishing,0.08,0.03,0,0,0.11
10445,Cabela's Outdoor Adventures,Xbox (2001),2005,Sports,Zoo Digital Publishing,0.08,0.02,0,0,0.1
10766,Ford Racing 3,Nintendo DS,2005,Racing,Zoo Digital Publishing,0.09,0,0,0.01,0.1
10916,Snood 2: On Vacation,Nintendo DS,2005,Puzzle,Zoo Digital Publishing,0.09,0,0,0.01,0.09
11617,Whac-A-Mole,Nintendo DS,2005,Puzzle,Zoo Digital Publishing,0.07,0,0,0.01,0.08
11832,Pong / Asteroids / Yars' Revenge,Game Boy Advance,2005,Misc,Zoo Digital Publishing,0.05,0.02,0,0,0.07
11870,Combat: Task Force 121,Xbox (2001),2005,Shooter,Zoo Digital Publishing,0.05,0.02,0,0,0.07
12192,Centipede / Breakout / Warlords,Game Boy Advance,2005,Misc,Zoo Digital Publishing,0.05,0.02,0,0,0.07
12561,Ford Racing 3,Game Boy Advance,2005,Racing,Zoo Digital Publishing,0.04,0.02,0,0,0.06
12754,Scrabble Blast!,Game Boy Advance,2005,Misc,Zoo Digital Publishing,0.04,0.01,0,0,0.06
13161,Ty the Tasmanian Tiger 3: Night of the Quinkan,Game Boy Advance,2005,Action,Zoo Digital Publishing,0.04,0.01,0,0,0.05
13278,American Chopper 2: Full Throttle,Xbox (2001),2005,Racing,Zoo Digital Publishing,0.04,0.01,0,0,0.05
13476,Millipede / Super Breakout / Lunar Lander,Game Boy Advance,2005,Misc,Zoo Digital Publishing,0.03,0.01,0,0,0.04
13542,Chicken Shoot,Game Boy Advance,2005,Action,Zoo Digital Publishing,0.03,0.01,0,0,0.04
13950,Big Mutha Truckers,Game Boy Advance,2005,Racing,Zoo Digital Publishing,0.03,0.01,0,0,0.04
14329,Chicken Shoot 2,Game Boy Advance,2005,Adventure,Zoo Digital Publishing,0.02,0.01,0,0,0.03
14506,Marble MadNintendo ESs / Klax,Game Boy Advance,2005,Puzzle,Zoo Digital Publishing,0.02,0.01,0,0,0.03
14827,Gauntlet / Rampart,Game Boy Advance,2005,Misc,Zoo Digital Publishing,0.02,0.01,0,0,0.03
14923,Spy Hunter / Super Sprint,Game Boy Advance,2005,Racing,Zoo Digital Publishing,0.02,0.01,0,0,0.02
14990,Ty the Tasmanian Tiger 3: Night of the Quinkan,Xbox (2001),2005,Action,Zoo Digital Publishing,0.02,0.01,0,0,0.02
16338,Whac-A-Mole,Game Boy Advance,2005,Puzzle,Zoo Digital Publishing,0.01,0,0,0,0.01
16500,Snood 2: On Vacation,Game Boy Advance,2005,Puzzle,Zoo Digital Publishing,0.01,0,0,0,0.01
14715,D1 Professional Drift Grand Prix Series,Play Station 2,2005,Racing,Yuke's,0.01,0.01,0,0,0.03
9603,DT Racer,Play Station 2,2005,Racing,XS Games,0.06,0.05,0,0.02,0.13
7727,Big Mutha Truckers 2,Play Station 2,2005,Racing,Xplosiv,0.1,0.07,0,0.03,0.2
12790,Friends: The One with All the Trivia,Play Station 2,2005,Misc,Warner Bros. Interactive Entertainment,0.03,0.02,0,0.01,0.06
15737,Top Gear RPM Tuning,Xbox (2001),2005,Racing,Wanadoo,0.01,0,0,0,0.02
981,50 Cent: Bulletproof,Play Station 2,2005,Action,Vivendi Games,0.85,0.76,0,0.16,1.77
3703,Crash Tag Team Racing,Play Station 2,2005,Racing,Vivendi Games,0.27,0.21,0,0.07,0.54
3756,The Incredible Hulk: Ultimate Destruction,Play Station 2,2005,Action,Vivendi Games,0.26,0.2,0,0.07,0.54
4438,50 Cent: Bulletproof,Xbox (2001),2005,Action,Vivendi Games,0.33,0.1,0,0.02,0.44
5179,Robots,Play Station 2,2005,Action,Vivendi Games,0.18,0.14,0,0.05,0.36
6476,Crash Tag Team Racing,PSP,2005,Racing,Vivendi Games,0.16,0.06,0,0.04,0.26
7018,The Incredible Hulk: Ultimate Destruction,Xbox (2001),2005,Action,Vivendi Games,0.17,0.05,0,0.01,0.23
7724,Predator: Concrete Jungle,Play Station 2,2005,Action,Vivendi Games,0.1,0.07,0,0.03,0.2
7945,Crash & Spyro Superpack,Game Boy Advance,2005,Platform,Vivendi Games,0.13,0.05,0,0,0.19
8443,Spyro: Shadow Legacy,Nintendo DS,2005,Action,Vivendi Games,0.14,0.01,0,0.01,0.17
8533,Crash Tag Team Racing,GameCube,2005,Racing,Vivendi Games,0.12,0.03,0,0,0.16
8570,Robots,GameCube,2005,Action,Vivendi Games,0.12,0.03,0,0,0.16
8922,The Incredible Hulk: Ultimate Destruction,GameCube,2005,Action,Vivendi Games,0.11,0.03,0,0,0.15
8969,Barbie Superpack: Secret ASega Genesist / Groovy Games,Game Boy Advance,2005,Misc,Vivendi Games,0.1,0.04,0,0,0.15
9175,Robots,Nintendo DS,2005,Action,Vivendi Games,0.12,0.01,0,0.01,0.14
9636,Crash Tag Team Racing,Xbox (2001),2005,Racing,Vivendi Games,0.09,0.03,0,0,0.13
9850,Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,Game Boy Advance,2005,Misc,Vivendi Games,0.09,0.03,0,0,0.12
10067,Cold Winter,Play Station 2,2005,Shooter,Vivendi Games,0.06,0.04,0,0.01,0.11
10695,Predator: Concrete Jungle,Xbox (2001),2005,Action,Vivendi Games,0.07,0.02,0,0,0.1
10851,Robots,Xbox (2001),2005,Action,Vivendi Games,0.07,0.02,0,0,0.09
